id	truth_id	hashtag_id
2831	33995	1212
2832	33995	1213
2833	34009	434
2834	34009	1214
2835	34009	1215
2836	34009	1207
2837	34009	1216
2838	34017	1217
2839	34017	1218
2840	34017	1219
2841	34017	1088
2842	34017	1220
2843	34017	96
2844	34017	1221
2845	34017	434
2846	34017	1222
2847	34020	101
2848	34020	1223
2849	34020	1224
2850	34021	322
2851	34021	1196
2852	34021	1225
2853	34021	1226
2854	34021	1227
2855	34021	1228
2856	34021	1229
2857	34021	1230
2858	34021	1231
2859	34022	1232
2860	34022	1233
2861	34022	1234
2862	34022	1235
2863	34022	1196
2864	34022	1236
2865	34022	1237
2866	34024	1213
2867	34024	1099
2868	34024	1238
2869	34024	1239
2870	34024	1240
2871	34024	1241
2872	34024	1242
2873	34024	1243
2874	34024	1244
2875	34024	1245
2876	34024	1246
2877	34024	1247
2878	34027	1099
2879	34027	1213
2880	34027	1100
2881	34027	1248
2882	34027	1249
2883	34027	1177
2884	34027	1215
2885	34027	434
2886	34027	1250
2887	34028	1099
2888	34028	1213
2889	34028	1251
2890	34028	1252
2891	34028	1100
2892	34028	1177
2893	34028	1253
2894	34028	1254
1574	17064	570
1575	17067	570
1577	17073	660
1578	17074	570
1579	17077	570
1580	17083	570
1582	17089	570
1584	17097	570
1585	17098	661
1586	17100	570
1587	17103	570
1588	17119	570
1590	17127	570
1591	17130	570
1594	17148	101
1595	17152	570
1597	17160	570
1598	17168	52
1599	17168	38
1600	17172	662
1601	17180	570
1602	17181	570
1603	17186	570
1604	17191	570
1605	17197	570
1606	17208	570
1607	17207	663
1608	17210	506
1611	17238	570
1613	17257	570
1614	17261	570
1615	17267	570
1616	17274	570
1617	17275	664
1620	17281	666
1621	17281	570
1622	17285	570
1624	17290	667
1625	17290	663
1627	17299	570
1630	17306	663
1631	17312	570
1632	17315	92
1633	17315	668
1634	17315	669
1636	17329	670
1637	17336	570
1638	17339	671
1639	17339	672
1640	17343	673
1641	17353	674
1642	17362	570
1643	17366	674
1644	17369	674
1646	17374	570
1647	17379	570
1648	17382	202
1649	17382	675
1651	17387	676
1653	17387	570
1654	17388	675
1658	17394	665
1659	17394	675
1660	17396	570
1662	17398	675
1663	17409	570
1664	17410	677
1665	17410	678
1666	17414	677
1667	17416	676
1668	17414	678
1669	17416	570
1671	17419	677
1672	17434	680
1674	17448	682
1675	17455	683
1676	17455	405
1677	17455	684
1678	17455	685
1679	17455	404
1680	17455	403
1681	17463	343
1682	17463	686
1683	17464	667
1684	17465	687
1685	17465	389
1686	17465	688
1687	17466	687
1688	17466	689
1689	17466	690
1690	17466	691
1691	17471	692
1692	17471	693
1693	17476	694
1694	17476	43
1695	17477	695
1696	17478	217
1697	17478	96
1698	17484	202
1699	17491	657
1700	17494	217
1701	17494	696
1702	17494	697
1703	17495	217
1704	17495	698
1705	17498	217
1706	17498	244
1707	17499	699
1708	17499	700
1709	17499	244
1710	17501	217
1711	17501	112
1712	17501	701
1713	17501	702
1714	17501	108
1715	17501	703
1716	17504	704
1717	17504	705
1718	17504	706
1719	17504	707
1720	17504	698
1721	17505	705
1722	17505	708
