NSID,W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W6NEETAct,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8DACTIVITY,W8QDEB2,W8QMAFI,W8DINCW
NS24343X,35500,74500,1,1,2,0,1,2,1,2,1,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,2,2,2,-1,3,32,1,2,1,2,1,1,2,5,14,-91,2,1,2,1,2,2,9,4,4,2,14,-91,2,1,1,1,2,4,1,-1,2,443.66
NS20219K,31200,41880,1,1,2,0,1,2,1,15,2,1,1,1,1,0,0,1,0,1,2,1,0,2,1,1,5,2,1,1,3,40,5,-1,4,5,1,2,2,5,19,-91,2,1,2,2,1,-91,1,4,4,2,12,-91,1,1,1,1,2,5,1,-1,2,443.66
NS13238A,8840,-92,2,1,2,1,1,2,1,15,20,1,2,2,1,0,1,1,1,0,2,3,0,2,1,2,3,2,2,2,3,46,0,2,1,-91,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,17,-91,0,1,1,1,2,5,1,18000,1,443.57
NS16644L,20052,36380,1,1,2,0,1,2,1,7,15,1,1,1,1,0,0,1,1,0,2,2,0,2,1,2,1,2,1,2,3,31,0,2,2,3,1,2,2,5,12,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,1,1,1,1,1,4,1,2000,2,443.48
NS25318P,-1,-1,2,1,2,0,1,1,1,15,15,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,4,2,1,1,3,30,0,2,1,2,2,2,2,5,14,-91,2,1,2,2,1,-91,1,4,4,2,19,-91,4,1,1,1,2,4,1,600,1,443.44
NS18474G,11830,40630,1,1,2,1,1,2,1,15,4,1,1,1,1,0,1,1,1,0,2,3,0,1,1,2,3,-1,1,1,3,25,9,2,4,2,1,1,2,3,13,-91,1,2,2,1,2,2,3,4,1,2,13,-91,11,1,1,1,2,5,1,4428,3,443.07
NS13071R,28500,106500,1,1,1,1,1,2,1,1,7,1,1,1,1,0,1,1,0,1,2,2,0,2,1,3,5,2,2,-1,3,43,4,2,2,4,2,2,2,5,16,-91,1,1,2,1,2,1,3,4,1,2,14,-91,0,1,1,1,2,7,1,-1,3,442.89
NS16831S,8216,50216,2,1,2,0,1,2,1,13,1,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,5,2,2,1,3,42,4,2,2,3,2,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,2,2,1,1,2,2,1,-1,2,442.77
NS12532E,11232,37232,2,1,2,0,1,2,1,5,3,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,3,2,2,-1,2,41,2,2,1,2,1,2,2,5,11,-91,1,1,2,2,2,2,9,4,4,2,14,-91,8,1,1,1,1,4,1,-1,3,442.64
NS23385G,8253,38253,2,1,2,1,1,1,1,6,1,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,2,2,2,2,3,28,0,2,1,3,2,2,2,5,16,-91,2,1,2,1,2,1,3,4,1,2,14,-91,1,1,1,1,1,4,1,-1,2,442.64
NS24368R,4258.8,23267.92,2,1,1,1,1,2,1,15,15,1,2,2,1,0,1,1,0,0,2,2,0,1,1,2,2,2,1,2,3,41,0,2,2,2,2,2,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,17,-91,6,1,1,1,2,4,1,8000,3,442.36
NS11233D,-999,-999,1,1,2,2,1,2,1,6,8,1,2,2,1,0,2,1,0,0,2,3,0,4,1,4,3,2,2,2,3,35,0,-92,1,3,1,2,2,5,16,-91,1,1,1,1,1,-91,1,4,4,2,17,-91,0,1,1,1,1,2,1,21000,1,442.07
NS11048Z,-1,-1,2,1,2,1,1,1,1,7,7,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,5,2,1,2,2,44,0,2,1,5,1,2,2,5,14,-91,1,1,2,1,2,1,4,4,2,2,13,-91,2,1,1,1,2,4,1,500,2,442.04
NS14510E,14400,51600,1,1,2,0,1,2,1,5,4,1,1,1,1,0,0,2,0,0,2,2,0,1,1,1,1,2,1,1,3,37,1,2,2,3,2,1,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,7,1,1,1,2,7,1,-1,2,442.03
NS10307F,7200,62200,2,1,2,0,1,2,1,14,2,1,2,2,1,0,0,1,1,0,2,2,0,1,1,2,5,2,1,2,2,38,0,2,1,2,2,2,2,5,15,-91,2,1,2,2,2,2,9,4,4,2,12,-91,1,1,1,1,2,5,1,-1,1,442
NS21560A,-1,-1,1,1,2,2,1,2,1,2,1,1,1,1,1,0,1,2,0,0,2,3,0,1,1,1,4,2,2,2,3,39,2,2,2,-91,2,1,2,5,18,-91,2,1,2,1,1,-91,1,4,4,2,12,-91,5,1,1,1,2,7,1,1000,4,441.92
NS14445R,10316.8,43316.8,1,1,2,0,1,2,1,15,13,1,1,1,1,0,0,1,1,0,2,1,0,2,1,3,4,2,1,2,3,35,0,2,1,3,2,2,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,10,-91,2,1,1,1,2,2,1,-1,1,441.72
NS13043K,12168,56168,2,1,2,2,1,2,1,2,2,1,2,2,1,0,2,1,0,0,2,3,0,1,1,1,3,2,2,2,3,42,0,2,1,2,2,1,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,1,1,5,2,2,4,6,-1,1,441.5
NS10641J,48000,79200,1,1,2,2,1,1,1,1,1,1,1,1,1,0,2,2,0,0,2,4,0,1,1,1,3,2,2,2,3,25,2,2,2,3,1,2,2,5,13,-91,1,1,2,2,2,2,9,4,4,2,11,-91,0,1,1,1,1,4,1,500,3,441.29
NS19173V,10296,39296,2,1,2,0,1,2,1,4,4,1,2,2,1,0,0,1,1,0,2,2,0,1,1,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,3,2,2,2,5,15,-91,1,1,2,1,2,1,9,4,4,2,11,-91,1,1,1,1,2,1,1,-1,2,441.21
NS16676X,19356,-999,1,1,2,1,1,2,1,15,15,1,1,1,1,0,1,1,0,1,2,2,0,2,1,1,5,2,1,1,3,33,3,2,2,6,1,2,2,5,13,-91,1,1,2,1,2,1,4,4,2,2,9,-91,9,1,9,2,2,4,13,-1,3,441.19
NS15917R,-1,-1,2,1,2,2,1,2,1,2,14,1,2,2,1,1,0,2,0,0,2,3,0,2,1,2,2,2,2,2,3,34,1,2,3,3,2,1,2,5,15,-91,1,1,2,1,2,1,2,4,4,2,10,-91,4,1,1,1,1,7,1,-1,3,441.17
NS13221Y,-1,-1,2,1,2,0,1,2,2,15,-99,1,2,2,1,0,0,1,0,0,2,1,0,-99,1,2,3,2,1,2,3,42,0,2,1,2,1,2,2,5,19,-91,1,1,2,2,1,-91,1,4,4,2,11,-91,0,1,1,1,1,4,1,23000,1,441.06
NS19952X,2577.12,20181.12,2,1,2,2,1,2,1,4,3,1,2,2,1,0,1,2,1,0,2,4,0,2,1,3,3,2,2,2,3,43,0,2,1,2,2,2,2,5,9,-91,2,1,2,2,2,1,9,4,4,2,12,-91,2,1,3,1,2,5,11,-1,3,440.89
NS20565K,-999,-999,1,1,1,1,1,5,1,9,2,1,1,1,1,0,1,2,0,0,2,3,0,2,1,2,3,2,-1,1,1,36,0,2,1,3,1,2,2,5,15,-91,2,2,2,1,2,2,9,4,4,2,17,-91,-1,1,-1,-1,1,4,-1,-1,-1,440.84
NS13053E,9000,-92,3,1,2,0,1,2,1,15,2,1,1,1,1,0,0,1,1,0,2,1,0,1,1,2,3,2,1,1,3,44,3,2,3,3,2,2,2,5,19,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,2,1,2,5,4,1600,4,440.55
NS13605X,17472,44472,1,1,2,1,1,2,1,4,15,1,1,1,1,0,1,1,0,0,2,2,0,5,1,2,5,2,2,2,3,38,0,2,2,3,1,2,-1,5,16,-91,1,1,2,1,2,1,4,4,2,2,10,-91,0,1,1,1,1,7,1,-1,3,440.33
NS18733J,41500,-999,1,1,1,0,1,2,1,15,13,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,-91,2,2,1,3,30,0,2,2,6,2,2,2,5,17,-91,1,1,2,1,2,1,3,4,1,2,16,-91,1,1,1,1,1,3,1,1500,2,440.11
NS22852K,-92,-92,2,1,2,1,1,2,1,15,9,1,2,2,1,0,1,1,0,0,2,2,0,5,1,4,3,-92,-92,2,3,27,0,2,2,2,2,2,2,5,7,-91,2,2,2,1,2,2,9,4,4,2,11,-91,2,1,4,2,2,4,5,10000,3,439.87
NS20883D,11232,39780,1,1,2,1,1,2,1,8,13,1,1,1,1,0,0,2,0,0,2,2,0,1,1,1,3,1,1,1,3,30,5,2,3,1,2,2,2,5,14,-91,1,2,2,1,2,2,9,4,4,2,14,-91,4,2,1,1,2,4,1,8000,1,439.73
NS18725R,10308.48,57308.48,2,1,2,0,1,2,1,15,15,1,2,2,1,0,0,1,1,0,2,2,0,1,1,3,2,-92,1,1,3,26,1,2,-1,2,1,2,2,4,9,-91,1,1,1,1,2,2,9,4,4,2,6,-91,1,2,1,1,2,2,2,6400,2,439.57
NS20822K,3510,83910,2,1,2,0,1,2,1,15,7,1,2,2,1,0,0,1,1,0,2,2,0,1,1,2,5,2,1,1,3,41,0,2,2,5,2,2,2,5,16,-91,1,1,2,1,2,1,4,4,2,2,8,-91,8,1,5,2,2,7,6,3500,2,439.57
NS14758W,24000,76000,1,1,2,1,1,1,1,2,2,1,1,1,1,0,1,1,0,0,2,2,0,1,1,1,3,2,2,2,3,41,1,2,1,-91,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,1,1,-1,1,439.48
NS15874D,4251,28251,2,1,2,1,1,1,1,9,4,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,4,2,1,1,3,28,0,2,2,2,1,2,2,5,14,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,2,1,1,1,2,2,1,-1,1,439.4
NS20557S,5023.2,25023.2,2,1,2,2,1,2,1,15,17,1,2,2,1,0,2,1,1,0,2,4,0,4,1,3,3,2,1,2,3,39,-96,-96,-96,3,1,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,9,1,1,1,2,2,2,-8,2,439.28
NS18524L,9126,31876,2,1,2,1,1,2,1,15,15,1,2,2,1,0,1,1,0,0,2,2,0,1,1,3,3,2,2,1,3,30,0,2,1,4,2,2,2,1,15,-91,1,2,2,1,2,2,9,4,4,2,9,-91,0,1,1,1,2,5,1,15000,1,439.16
NS16421P,2860,89716,2,1,2,1,1,2,1,15,7,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,3,2,2,2,3,39,0,2,2,4,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,16,-91,2,2,1,1,2,2,1,4500,1,439.16
NS12942H,9669,69669,2,1,2,0,1,2,1,15,4,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,5,2,1,-1,3,32,1,2,2,2,1,2,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,0,1,1,1,2,2,1,6000,1,438.88
NS14339Z,16000,-999,2,1,2,2,1,2,1,15,7,1,2,2,1,0,1,2,0,0,2,3,0,2,1,1,1,2,2,2,3,37,0,2,1,5,2,2,2,5,14,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,0,1,5,2,2,7,6,5000,1,438.86
NS23103T,11356.8,38356.8,2,1,2,1,1,2,1,15,15,1,2,2,1,0,0,2,0,0,2,2,0,2,1,2,5,2,2,1,3,45,1,2,1,2,2,1,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,5,1,1,1,2,5,1,5000,2,438.86
NS10566B,7813.52,53413.52,2,1,2,0,1,2,1,15,2,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,5,2,1,1,2,36,0,2,2,5,2,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,1,1,3,1,2,7,11,-1,2,438.86
NS24273D,2184,-92,2,1,2,0,1,2,1,15,16,1,2,2,1,0,0,1,1,0,2,2,0,2,1,3,5,2,2,1,1,37,0,2,2,5,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,14,-91,2,1,1,1,2,7,1,0,1,438.86
NS17309C,39228,56700,1,1,2,1,1,2,1,2,2,1,2,2,1,0,1,1,1,0,2,3,0,2,1,1,3,2,2,2,2,44,4,2,3,5,2,2,2,5,16,-91,2,1,2,1,2,2,9,4,4,2,15,-91,-1,1,1,1,2,4,1,-1,-1,438.84
NS13716V,-92,-92,1,1,2,1,1,2,1,2,2,1,1,1,1,0,0,2,0,0,2,2,0,2,1,1,4,2,1,1,3,34,7,2,3,2,1,1,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,9,1,1,1,2,2,1,-8,2,438.84
NS13945G,10920,-92,2,1,2,1,1,2,1,15,7,1,2,2,1,0,1,1,0,1,2,2,0,4,1,2,5,2,2,2,3,40,0,2,2,4,2,2,2,5,17,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,4,1,-1,2,438.8
NS14130K,130000,156400,1,1,2,0,1,2,1,1,1,1,1,1,1,0,0,2,1,1,2,3,0,1,1,1,5,1,1,1,3,33,2,2,2,2,1,2,2,5,18,-91,1,2,2,1,2,2,2,4,4,2,19,-91,1,1,1,1,2,5,1,-1,1,438.72
NS13136W,14329,-999,1,1,2,0,1,2,1,2,2,1,1,1,1,0,0,1,1,0,2,2,0,3,1,1,5,2,1,1,3,31,7,2,3,-91,1,1,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,2,1,1,1,2,4,1,500,1,438.49
NS11156T,12636,37661,2,1,2,0,1,2,1,15,20,1,2,2,1,0,0,2,0,0,2,2,0,2,1,2,1,2,2,1,3,35,0,2,1,5,2,2,2,5,13,-91,1,1,2,1,2,2,6,2,4,2,11,-91,1,1,1,1,2,7,1,0,1,438.45
NS11188E,11928,51528,2,1,2,2,1,2,1,15,4,1,2,2,1,0,1,2,0,0,2,3,0,2,1,-1,4,2,2,2,3,41,0,2,1,6,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,10,-91,0,1,1,1,2,2,1,1100,2,438.45
NS17472J,18278,24518,1,1,2,0,1,2,1,9,13,1,2,2,1,0,0,2,1,0,2,3,0,5,1,3,4,2,1,-1,3,25,3,2,2,3,2,2,2,5,9,-91,1,2,2,1,2,2,9,4,4,2,10,-91,1,2,1,1,2,2,2,3000,2,438.32
NS25046P,43000,62000,1,1,2,0,1,1,1,4,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,3,2,1,1,3,31,1,2,1,5,2,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,15,-91,0,2,1,1,2,2,1,3000,1,438.31
NS19933J,13303.68,23989.68,1,1,2,1,1,2,1,14,14,1,1,1,1,0,1,1,0,0,2,2,0,5,1,1,1,2,1,1,3,33,3,2,3,5,2,2,2,5,15,-91,1,1,2,2,2,2,9,4,4,2,16,-91,3,1,1,1,2,5,1,1300,3,438.23
NS12258T,9154.08,33154.08,2,1,2,0,1,2,1,15,13,1,2,2,1,0,0,1,0,0,2,1,0,2,1,2,3,2,1,1,3,37,3,2,3,2,1,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,7,1,1,1,2,4,1,5000,2,438.18
NS12246X,15600,51600,1,1,2,1,1,2,1,5,9,1,1,1,1,0,1,1,1,0,2,3,0,2,1,2,2,2,-1,1,3,37,2,2,1,3,2,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,8,-91,1,1,1,1,2,7,1,6000,2,438.12
NS16715F,-999,-92,2,1,2,1,1,2,1,15,9,1,2,2,1,0,1,1,0,0,2,2,0,5,1,1,5,2,1,2,3,33,0,2,2,3,1,2,1,5,15,-91,1,2,2,2,1,-91,1,4,4,2,12,-91,0,1,1,1,1,7,1,0,1,437.75
NS20032M,2012.92,32012.92,2,1,1,0,1,2,1,15,7,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,2,2,1,1,3,34,7,2,3,1,1,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,8,1,1,1,2,4,1,1800,2,437.69
NS23034B,-999,-99,2,1,2,1,1,2,1,1,-99,1,2,2,1,0,0,2,0,0,2,2,0,-99,1,3,2,1,1,1,3,20,-92,2,-92,2,1,2,2,5,9,-91,1,2,2,1,2,2,9,4,4,2,16,-91,0,1,1,1,2,5,1,-1,2,437.33
NS25114F,13800,41685,1,1,2,0,1,8,1,8,20,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,4,2,1,2,3,37,2,2,3,3,2,2,2,5,11,-91,1,1,2,2,2,2,9,4,4,2,5,1,7,1,9,2,2,4,13,400,2,437.31
NS24570G,-1,-1,3,1,2,1,1,1,1,15,18,3,1,1,7,0,0,2,0,0,2,2,0,4,1,1,-1,2,1,2,3,33,0,2,1,6,2,2,2,5,14,-91,1,2,2,1,2,2,9,4,4,2,15,-91,0,1,1,1,2,4,2,-1,1,437.1
NS19828S,-92,-92,1,1,2,0,1,2,1,15,13,1,1,1,1,0,0,1,1,0,2,2,0,1,1,3,1,1,1,1,3,39,5,2,3,2,1,2,2,5,13,-91,1,1,2,1,2,2,9,4,4,2,12,-91,0,2,1,1,2,4,1,5000,2,436.8
NS14194G,-1,-1,2,1,2,0,1,2,1,15,20,1,2,2,1,0,0,1,1,0,2,2,0,4,1,2,5,2,1,2,3,34,9,2,4,3,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,2,1,2,1,2,4,4,500,3,436.64
NS14906A,-1,-1,2,1,2,0,1,2,1,5,7,1,2,2,1,0,0,1,1,0,2,2,0,-94,1,2,2,2,2,2,3,31,2,2,1,3,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,2,18,-91,2,1,1,1,1,4,1,-1,1,436.32
NS23011J,8220,-1,2,1,2,0,1,2,1,5,5,1,2,2,1,0,0,1,1,0,2,2,0,5,1,2,2,2,2,1,3,42,4,2,3,5,2,1,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,15,-91,1,1,1,1,2,7,1,-1,2,436.28
NS22187J,31200,68200,1,1,2,1,1,2,1,15,7,1,1,1,1,0,1,1,0,0,2,2,0,2,1,2,5,2,2,1,3,46,5,2,3,4,2,1,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,10,-91,1,1,1,1,2,2,1,-1,2,436.09
NS16170E,3501.68,-999,2,2,2,0,1,2,1,15,20,1,2,2,1,0,0,1,1,0,2,2,0,4,1,2,3,2,1,1,2,21,3,2,2,2,1,1,2,5,9,-91,1,2,2,1,2,2,9,4,4,2,11,-91,1,1,1,1,2,4,1,3500,4,435.96
NS23743K,10857.6,40857.6,1,1,2,0,1,2,1,16,9,1,1,1,1,0,0,1,1,0,2,2,0,5,1,3,4,2,1,1,3,38,0,2,2,3,1,2,2,5,15,-91,2,2,2,1,2,2,9,4,4,2,12,-91,2,2,1,1,2,3,1,2300,3,435.89
NS17716C,14690,57690,2,1,2,1,1,2,1,1,1,1,2,2,1,0,1,1,0,0,2,2,0,2,1,1,2,2,2,2,3,28,1,2,2,2,2,2,2,5,13,-91,2,1,2,2,2,1,9,4,4,2,10,-91,0,1,1,1,2,4,1,-1,1,435.81
NS10391A,-1,-1,2,1,2,1,1,2,1,6,2,1,2,2,1,0,1,1,0,0,2,2,0,2,1,1,5,2,1,1,3,46,7,2,4,1,1,1,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,15,-91,11,1,1,1,2,4,1,7000,4,435.81
NS22279T,-999,-999,2,1,2,0,1,2,1,15,7,1,2,2,1,0,0,2,0,0,2,2,0,2,1,2,4,2,1,2,3,32,7,2,3,2,1,2,2,5,9,-91,1,2,2,1,2,2,9,4,4,2,14,-91,1,1,1,1,2,5,1,0,2,435.77
NS13659Z,9696,51696,1,1,2,0,1,2,1,15,13,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,2,3,38,1,2,1,3,1,2,2,5,9,-91,1,1,2,1,1,-91,1,4,4,2,11,-91,0,1,2,1,2,4,4,1500,2,435.74
NS10074H,4680,19680,4,1,1,1,1,2,1,16,4,1,2,2,1,0,1,1,1,0,2,3,0,4,1,2,5,2,2,2,3,43,0,2,2,4,2,2,2,5,17,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,5,1,1,1,2,2,1,2500,1,435.53
NS20900W,11467.04,-3,1,1,2,0,1,2,1,15,15,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,2,1,1,1,3,32,0,2,1,5,1,2,2,5,5,-91,1,2,2,1,2,2,9,4,4,2,9,-91,0,1,1,1,1,5,1,-1,2,435.48
NS12303S,14851.2,34851.2,2,1,2,0,1,6,1,2,2,1,2,2,1,0,0,1,0,0,3,1,0,3,1,2,3,2,1,1,2,25,3,2,1,2,1,2,2,5,14,-91,1,1,2,2,2,2,9,4,4,2,9,-91,2,1,1,1,2,4,1,8000,4,435.41
NS23987X,30030,44569.2,2,1,2,0,1,2,1,5,2,1,2,2,1,0,0,1,0,0,2,1,0,2,1,1,4,2,2,1,2,38,1,2,2,6,2,1,2,5,17,-91,1,1,2,1,1,-91,1,4,4,2,10,-91,0,1,5,2,2,5,6,0,1,435.05
NS14239X,8748.48,73748.48,2,1,2,0,1,2,1,8,4,1,2,2,1,0,0,1,1,0,2,2,0,1,1,2,3,2,1,2,3,28,9,2,4,3,2,1,2,5,13,-91,1,2,2,1,1,-91,1,4,4,2,14,-91,2,1,1,1,2,1,1,32000,4,435.03
NS13267H,6136,61136,2,1,1,1,1,2,1,15,8,1,2,2,1,0,1,2,0,0,2,3,0,1,1,1,4,2,2,2,2,46,1,2,2,4,2,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,0,1,1,1,2,4,1,680,1,435.02
NS25668T,60144,79164,1,1,2,0,1,2,1,2,2,1,2,2,1,0,0,1,1,0,2,2,0,-94,1,1,4,2,1,1,3,40,3,2,2,3,2,2,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,11,-91,0,1,1,1,2,4,1,20000,2,434.99
NS13622H,25536,25536,1,1,2,1,1,2,1,2,20,1,1,1,1,0,1,1,1,0,2,3,0,-94,1,2,1,2,1,2,3,42,1,2,-1,2,2,2,2,5,16,-91,2,2,2,2,2,2,9,4,4,2,16,-91,6,1,9,2,2,2,13,3500,2,434.93
NS20272V,-3,-3,1,1,2,1,1,2,1,4,20,1,1,1,1,0,0,2,0,0,2,2,0,4,1,2,2,2,1,2,3,31,1,2,1,3,2,2,2,5,15,-91,1,1,2,1,2,1,3,4,1,2,15,-91,3,1,1,1,2,7,2,-1,3,434.69
NS15366A,3750.24,73750.24,2,1,1,1,1,2,1,15,7,1,2,2,1,0,1,1,0,0,2,2,0,1,1,4,5,2,2,-92,3,34,-92,1,-92,3,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,6,-91,0,1,1,1,2,2,1,-1,2,434.5
NS24831L,15000,62000,2,1,2,0,1,2,1,15,7,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,4,2,1,2,3,16,0,2,1,2,2,2,2,5,14,-91,1,1,2,2,1,-91,1,4,4,2,18,-91,10,1,1,1,2,4,1,9000,3,434.49
NS12994H,-999,-92,2,1,2,2,1,1,1,15,15,1,2,2,1,0,1,2,0,0,2,3,0,1,1,1,5,2,1,1,2,36,0,2,2,3,2,1,2,5,15,-91,1,1,2,1,2,2,3,4,1,2,13,-91,2,1,1,1,2,2,1,-1,2,434.49
NS18403T,8671,50671,2,1,2,1,1,2,1,15,13,1,2,2,1,0,1,1,0,0,3,2,0,4,1,2,2,2,2,2,3,26,0,2,2,4,2,2,2,5,9,-91,1,1,2,1,1,-91,2,4,4,2,7,-91,0,1,1,1,2,2,1,400,2,434.13
NS19449Z,-92,-92,2,1,2,0,1,2,1,5,20,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,1,2,1,1,2,39,0,2,2,2,1,-1,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,9,-91,0,1,1,1,2,4,1,4000,2,433.94
NS11121E,4026.88,26126.88,2,1,2,1,1,2,1,15,13,1,2,2,1,0,1,1,0,0,2,2,0,4,1,2,3,2,1,1,3,37,5,2,3,4,2,2,2,5,17,-91,1,1,2,1,2,2,9,4,4,2,11,-91,1,2,1,1,2,2,1,6000,1,433.86
NS22703L,-92,-92,2,1,2,1,1,2,1,15,9,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,5,2,2,1,3,32,6,2,3,2,2,2,2,5,11,-91,1,2,2,1,1,-91,1,4,4,2,13,-91,0,1,1,1,2,7,1,1000,3,433.82
NS11636Q,-999,-999,2,1,1,1,1,1,1,15,20,1,2,2,1,0,1,1,0,0,2,2,0,4,1,3,2,2,2,1,3,11,0,2,2,3,1,2,2,1,11,-91,2,2,2,1,2,2,9,4,4,1,14,-91,0,1,1,1,1,5,1,16500,2,433.65
NS14844Z,3600,-999,2,1,2,1,1,2,1,4,7,1,2,2,1,0,1,2,0,1,2,3,0,1,1,2,3,2,1,1,3,18,-99,-99,-99,2,1,1,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,4,1,1,1,2,1,1,35000,1,433.18
NS14308P,3380,-92,2,1,2,1,1,2,1,15,15,1,2,2,1,0,0,2,0,0,2,2,0,2,1,1,3,2,2,2,3,47,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,1,7,1,-1,2,433.18
NS24289E,29900,-1,1,1,2,1,1,6,1,2,2,2,1,1,2,0,1,1,0,0,2,2,0,2,1,1,3,2,1,-1,3,40,4,2,3,5,2,2,1,5,15,-91,1,1,2,1,2,2,9,4,4,2,14,-91,3,1,1,1,2,4,1,-1,2,433.03
NS20331S,19200,39902.24,1,1,1,1,1,2,1,6,2,1,1,1,1,0,0,2,0,0,2,2,0,5,1,2,2,2,2,2,3,37,3,2,3,2,2,2,2,5,9,-91,1,1,2,1,2,1,3,4,1,2,18,-91,10,1,1,1,2,2,1,800,2,433.02
NS17785N,-92,-99,2,1,2,1,1,2,1,6,-99,1,2,2,1,0,1,1,0,0,2,2,0,2,1,1,4,2,2,-92,3,44,3,2,3,2,2,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,12,-91,3,1,1,1,2,5,1,400,1,432.73
NS17429T,18200,49400,1,1,2,0,1,2,1,15,9,1,1,1,1,0,0,1,1,0,2,2,0,1,1,3,2,2,1,1,2,27,6,2,3,2,2,1,2,5,11,-91,1,2,2,1,2,2,9,4,4,2,17,-91,3,1,1,1,2,4,1,3000,1,432.69
NS24238F,3640,20975.24,2,1,2,3,1,2,1,6,9,1,2,2,1,0,2,2,0,0,2,4,0,5,1,2,3,1,1,2,3,37,0,2,1,2,1,2,2,5,16,-91,1,1,2,1,2,1,9,4,4,2,20,-91,0,1,1,1,2,4,1,2000,1,432.63
