NSID,W1GrssyrMP,W1GrssyrHH,W1wrk1aMP,W1condur5MP,W1hea2MP,W1NoldBroHS,W1InCarHH,W1hous12HH,W1usevcHH,W1hiqualmum,W1hiqualdad,W1wrkfulldad,W1wrkfullmum,W1empsmum,W1empsdad,W1ch0_2HH,W1ch3_11HH,W1ch12_15HH,W1ch16_17HH,IndSchool,W1marstatmum,W1depkids,W1famtyp2,W1nssecfam,W1ethgrpYP,W1heposs9YP,W1hwndayYP,W1truantYP,W1alceverYP,W1bulrc,W1disabYP,W1yschat1,W2ghq12scr,W2disc1YP,W2depressYP,W4AlcFreqYP,W4CannTryYP,W4NamesYP,W4RacismYP,W4empsYP,W4schatYP,W4Childck1YP,W5JobYP,W5EducYP,W5Apprent1YP,W6JobYP,W6UnivYP,W6EducYP,W6acqno,W6gcse,W6als,W6OwnchiDV,W6DebtattYP,W6NEETAct,W8DGHQSC,W8DMARSTAT,W8DACTIVITYC,W8DWRK,W8CMSEX,W8TENURE,W8DACTIVITY,W8QDEB2,W8QMAFI,W8DINCW
NS21633X,-92,-92,2,1,2,2,1,2,1,7,1,2,1,1,2,0,2,1,0,0,2,3,0,2,1,2,1,2,1,1,3,35,1,2,2,2,1,1,2,5,13,-91,1,2,2,2,2,2,9,4,4,2,13,-91,5,1,1,1,2,4,1,-1,3,404.67
NS26001B,18000,-3,3,1,2,0,1,2,1,2,7,1,1,1,1,0,0,1,0,0,2,1,0,4,1,2,4,2,1,1,3,37,7,2,3,5,2,1,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,12,-91,0,2,1,1,2,4,1,4000,2,404.62
NS23877A,28000,86000,1,1,2,1,1,2,1,15,16,1,1,1,1,0,1,1,0,0,2,2,0,2,1,2,4,1,1,1,3,29,8,2,3,2,1,1,2,5,17,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,7,1,1,1,2,4,1,9000,3,404.59
NS20026X,19024,69199,2,1,2,0,1,2,1,1,2,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,3,2,2,1,3,34,0,2,1,4,2,2,2,5,9,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,4,1,1,1,2,4,1,2300,2,404.5
NS22213V,6006,46006,2,1,1,0,1,2,1,9,9,1,2,2,1,0,0,1,1,0,2,2,0,4,1,3,2,2,2,1,1,35,2,-1,4,2,1,2,2,5,13,-91,1,2,2,1,2,2,9,4,4,2,14,-91,2,1,1,1,2,5,1,-1,2,404.47
NS15570S,3993.6,65493.6,2,1,2,0,1,2,1,2,1,1,2,2,1,0,0,1,0,0,2,1,0,1,1,1,4,2,1,2,3,32,1,2,1,3,1,2,2,5,16,-91,2,1,2,1,2,2,9,4,4,2,8,-91,1,1,1,1,2,4,1,4530,3,404.45
NS23827C,6726.72,81726.72,2,1,2,0,1,2,1,15,2,1,2,2,1,0,0,2,1,0,2,3,0,1,1,1,2,2,1,2,2,41,1,2,2,2,1,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,1,2,1,10000,1,404.28
NS15329A,45480,82218,1,1,2,0,1,2,1,4,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,2,3,2,2,2,3,40,0,2,1,5,2,2,2,5,15,-91,1,2,2,1,2,2,9,4,4,2,16,-91,3,1,1,1,1,5,1,-1,1,404.21
NS14327C,90000,162000,1,1,2,1,1,2,1,1,1,1,1,1,1,0,0,2,0,1,2,2,0,1,1,1,4,2,1,1,3,35,0,2,2,3,2,2,2,5,14,-91,2,1,2,2,1,-91,1,4,4,2,16,-91,1,1,1,1,1,4,1,-1,3,404.2
NS20576F,15000,38650,1,1,1,0,1,2,1,5,2,1,1,1,1,0,0,1,0,0,2,1,0,1,1,1,2,2,1,1,3,43,0,2,1,3,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,19,-91,0,1,1,1,2,2,1,700,2,404.17
NS22195B,8268,12688,1,1,2,0,1,2,1,15,15,2,1,1,2,0,0,2,0,0,2,2,0,4,1,2,2,2,2,2,3,38,2,2,2,2,1,2,2,5,15,-91,1,1,2,1,2,1,3,4,1,2,13,-91,9,1,4,2,1,4,5,30000,4,404.12
NS21767M,-1,-1,1,1,2,1,1,2,1,15,20,1,1,1,1,0,1,1,0,0,2,2,0,5,1,2,5,2,1,2,3,43,1,2,2,2,2,2,2,5,16,-91,1,1,2,1,2,1,6,2,4,2,9,-91,0,1,1,1,1,1,1,5000,2,404.12
NS25346W,14430,41930,1,1,2,0,1,2,1,15,15,1,1,1,1,0,0,2,0,0,2,2,0,2,1,2,5,2,2,2,3,40,0,2,1,6,2,2,2,5,13,-91,1,2,2,1,1,-91,1,4,4,2,16,-91,0,1,1,1,2,5,1,-1,1,404.06
NS11399E,-1,-1,2,1,1,0,1,1,1,3,2,1,2,2,1,0,0,1,1,0,2,2,0,1,1,1,3,2,2,2,1,42,9,2,4,3,2,2,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,11,-91,5,1,1,1,2,1,1,20000,2,403.88
NS12290N,19500,49500,1,1,2,1,1,2,1,15,8,1,1,1,1,0,1,1,0,0,2,2,0,1,1,2,4,2,1,1,3,48,0,2,1,6,2,2,2,5,19,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,1,1,1,1,2,4,1,200,1,403.87
NS15821C,14004,49004,1,1,2,0,1,2,1,5,9,1,1,1,1,0,0,2,0,0,2,2,0,1,1,2,3,2,1,2,3,38,2,2,1,2,1,2,2,5,16,-91,1,2,2,1,2,1,9,4,4,2,10,-91,1,1,1,1,1,2,1,1000,2,403.8
NS12518X,9406.8,50206.8,2,1,2,2,1,2,1,8,2,1,2,2,1,0,2,1,0,0,2,3,0,1,1,2,3,2,1,2,3,41,0,2,2,2,1,2,2,5,11,-91,1,1,2,2,1,-91,1,4,4,2,18,-91,1,1,1,1,2,4,1,-1,2,403.78
NS23156V,9821.76,32813.76,2,1,2,1,1,2,1,15,16,1,2,2,1,0,1,1,0,0,2,2,0,2,1,3,2,2,1,1,3,39,1,2,3,5,2,1,2,5,15,-91,1,1,2,1,1,-91,9,4,4,2,13,-91,9,1,1,1,2,7,1,-1,2,403.62
NS12759F,20800,43264,1,1,2,0,1,1,1,6,5,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,3,2,2,1,2,43,-92,2,1,2,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,2,1,1,1,2,7,1,5000,2,403.52
NS13470Z,14400,18144,1,1,2,0,1,2,1,15,4,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,1,3,30,1,2,1,5,2,2,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,1,1,1,1,2,2,1,4000,2,403.52
NS18769Z,11700,35700,1,1,2,2,1,2,1,13,20,1,1,1,1,0,0,1,0,0,2,1,0,4,1,1,4,2,2,1,3,38,4,2,3,4,2,1,1,5,13,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,8,1,1,1,1,5,1,-1,2,403.46
NS16592E,4446,37446,1,1,2,0,1,2,1,13,9,1,1,1,1,0,0,1,0,0,2,1,0,5,1,2,3,2,-92,1,3,43,3,2,4,2,1,1,2,5,18,-91,1,1,2,1,2,2,9,4,4,2,14,-91,12,5,1,1,2,2,2,5000,2,403.46
NS20319M,4420,43420,3,1,2,1,1,2,1,15,15,1,2,2,1,0,0,2,0,0,2,2,0,3,1,2,3,2,1,1,3,31,2,1,1,3,1,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,14,-91,10,1,1,1,1,4,1,1000,2,403.46
NS25787J,30000,58000,1,1,1,0,1,2,1,2,13,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,3,2,1,1,3,35,4,2,4,2,1,2,2,5,11,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,6,1,1,1,1,4,1,-1,3,403.44
NS15687X,-1,-1,2,1,2,1,1,2,1,15,3,1,2,2,1,0,0,2,0,0,2,2,0,1,1,2,3,2,2,1,3,36,2,2,2,3,2,2,2,5,17,-91,1,1,2,1,2,2,9,4,4,2,10,-91,4,2,1,1,2,2,1,10000,1,403.38
NS13577J,-1,-1,2,1,2,1,1,2,1,10,2,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,3,2,2,1,3,38,4,2,3,-91,2,2,1,5,15,-91,2,1,2,2,1,-91,1,4,4,2,11,-91,0,1,1,1,2,5,1,-1,2,403.32
NS25419S,1560,-92,2,1,2,2,1,1,1,-94,-94,-94,-94,-94,-94,-94,-94,-94,-94,0,-91,-94,0,-94,1,3,3,2,2,1,3,29,0,2,2,-91,2,2,2,5,13,-91,1,1,2,1,2,1,9,4,4,-94,7,-91,0,1,1,1,2,2,1,-1,2,403.25
NS17924Z,12000,72000,2,1,2,2,1,2,1,6,7,1,2,2,1,0,1,2,0,0,2,3,0,1,1,2,4,2,2,2,3,36,1,2,1,3,2,2,2,5,9,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,2,1,1,1,1,4,1,1900,2,403.24
NS19967X,-1,-1,1,1,1,0,1,2,1,1,2,1,1,1,1,0,0,1,0,0,3,1,0,2,1,-1,2,2,2,2,2,32,1,2,2,3,2,2,2,5,13,-91,2,1,2,2,1,-91,1,4,4,2,10,-91,3,1,1,1,1,4,1,120,2,403.22
NS23308D,15142.4,39142.4,2,1,1,0,1,2,1,5,2,1,2,2,1,0,0,1,1,0,2,2,0,1,1,2,3,2,1,1,3,33,4,2,2,2,1,2,2,5,16,-91,2,1,2,2,1,-91,1,4,4,2,11,-91,1,2,1,1,2,7,2,-1,1,403.21
NS11981P,6936.8,36936.8,2,1,2,0,1,2,1,16,15,1,2,2,1,0,0,1,1,0,2,1,0,2,1,2,1,2,1,2,3,33,3,2,3,3,2,1,2,2,9,-91,1,2,2,2,2,2,9,4,4,1,11,-91,0,1,1,1,2,4,2,-9,2,403.18
NS18541X,9000,37800,2,1,2,2,1,2,1,8,2,1,2,2,1,1,1,1,0,0,2,3,0,2,1,2,3,1,1,2,3,37,0,2,2,3,2,1,2,5,18,-91,1,1,2,1,2,2,9,4,4,2,14,-91,0,1,1,1,2,4,1,4000,2,403.17
NS12610Q,7566,24366,1,1,1,1,1,2,1,19,9,1,1,1,1,0,0,2,0,0,2,2,0,5,1,3,1,-92,1,2,3,34,1,2,2,2,1,2,2,3,13,-91,1,1,1,1,2,2,9,4,4,2,5,-91,0,2,1,1,1,4,1,10000,2,403.12
NS19110Z,-92,-92,1,1,2,1,1,-1,1,13,15,1,1,1,1,0,0,2,1,0,2,2,0,2,1,1,5,2,-1,2,3,40,2,2,3,5,2,2,2,5,13,-91,1,1,2,1,1,-91,1,4,4,2,11,-91,0,1,1,1,2,4,1,10000,3,403.02
NS23341Z,7500,20500,1,1,2,2,1,2,1,4,4,1,1,1,1,0,2,1,0,0,2,3,0,4,1,2,5,2,1,1,3,33,6,2,3,2,2,2,2,5,13,-91,1,1,2,1,1,-91,9,4,4,2,14,-91,6,2,1,1,2,2,1,5000,2,402.92
NS25546A,5907.2,17867.2,2,1,2,1,1,2,1,8,4,2,2,2,2,0,0,2,1,0,3,3,0,2,1,1,2,1,1,1,3,31,1,2,2,4,1,2,2,5,12,-91,1,1,2,1,2,1,3,4,1,2,14,-91,0,1,4,2,2,5,14,10000,3,402.84
NS11861Y,26400,-999,1,1,2,0,1,1,1,3,9,1,1,1,1,0,0,1,1,0,2,1,0,4,1,2,5,1,1,-1,3,39,3,2,3,2,1,2,2,5,17,-91,1,1,2,1,2,2,9,4,4,2,12,-91,8,1,1,1,2,4,1,1200,3,402.67
NS20059J,50000,58112,1,1,2,0,1,2,1,16,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,1,2,2,2,1,3,39,0,2,1,4,2,2,2,2,16,-91,1,2,2,1,2,2,9,4,4,2,10,-91,0,1,1,1,2,7,1,-1,1,402.65
NS14375Y,31992,61992,1,1,2,2,1,2,1,1,1,1,1,1,1,0,2,1,0,0,2,3,0,2,1,1,3,2,1,1,3,43,8,2,3,3,2,2,2,5,15,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,0,1,1,1,2,4,1,200,1,402.63
NS21862J,13000,35000,1,1,2,0,1,2,1,9,15,1,1,1,1,0,0,1,1,0,2,2,0,2,1,4,3,2,1,2,3,27,0,2,1,3,2,2,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,1,1,1,1,2,5,1,-9,2,402.62
NS16763B,37200,72000,1,1,2,0,1,2,1,2,2,1,1,1,1,0,0,1,1,0,2,2,0,1,1,1,3,2,2,2,3,48,0,2,1,2,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,10,-91,0,1,1,1,2,4,1,5000,1,402.6
NS24891D,-1,-1,2,1,2,1,1,2,1,15,-99,1,2,2,1,0,1,1,0,0,2,2,0,-99,1,2,1,1,1,1,3,15,3,2,2,2,1,2,2,5,11,-91,1,1,2,1,2,2,9,4,4,2,15,-91,6,1,1,1,1,4,1,3300,2,402.58
NS14435X,-999,-99,1,1,2,0,1,2,1,15,-99,1,1,1,1,0,0,1,1,0,3,2,0,4,1,1,3,1,1,1,3,33,0,2,1,2,1,2,2,1,11,-91,1,2,2,1,2,2,9,4,4,2,14,-91,1,1,1,1,2,2,1,1100,2,402.46
NS17870Q,-1,-1,1,1,1,0,1,2,1,15,4,1,1,1,1,0,0,1,0,0,2,1,0,3,1,3,2,2,1,2,3,36,0,2,1,5,2,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,9,-91,0,1,1,1,2,7,1,-1,2,402.43
NS21732Y,20400,42000,1,1,2,1,1,2,1,4,9,1,1,1,1,0,1,1,0,0,2,2,0,5,1,3,4,-1,1,2,3,25,11,2,4,3,1,1,2,5,6,-91,1,1,2,2,1,-91,1,4,4,2,9,-91,4,1,2,1,2,4,14,4000,2,402.39
NS10253X,8785.92,34785.92,2,1,2,0,1,2,1,16,15,1,2,2,1,0,0,1,1,0,2,2,0,5,1,2,2,1,1,2,2,12,0,2,1,3,1,2,2,4,11,-91,1,2,2,1,2,2,9,4,4,2,9,-91,5,1,1,1,1,7,1,23000,2,402.22
NS19102G,10608,29608,2,1,2,0,1,2,1,3,15,1,2,2,1,0,0,1,1,0,2,2,0,7,1,3,3,2,1,2,3,38,1,2,1,3,1,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,11,-91,5,1,1,1,2,7,1,39350,2,402.14
NS17343Z,-1,-1,1,1,2,1,1,2,1,4,2,1,2,2,1,0,0,2,0,0,2,2,0,2,1,1,5,2,2,2,3,43,2,2,3,4,1,2,2,5,16,-91,2,1,2,2,2,2,9,4,4,2,13,-91,1,1,1,1,2,4,2,-1,2,402.12
NS12444Z,11960,25278.24,1,1,2,2,1,2,1,19,14,1,1,1,1,0,1,2,0,0,2,3,0,5,1,2,1,1,2,-1,3,37,7,2,3,6,2,2,2,5,11,-91,1,2,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,4,1,-1,2,402.06
NS23729C,13853.84,53853.84,2,1,2,1,1,2,1,4,8,1,2,2,1,0,0,2,0,0,2,2,0,1,1,2,5,2,1,1,3,41,2,2,2,4,2,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,16,-91,7,1,1,1,2,5,1,200,2,402.04
NS16133E,21600,44688,1,1,2,0,1,2,1,15,13,1,1,1,1,0,0,1,0,0,3,1,0,6,1,1,2,2,1,1,3,42,0,2,1,4,2,2,2,5,19,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,0,1,1,1,2,2,1,7000,2,401.98
NS10678A,8555.04,30555.04,2,1,2,0,1,2,1,5,20,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,4,2,-1,1,3,37,4,2,3,2,1,2,2,5,17,-91,2,1,2,1,2,1,2,4,4,2,12,-91,4,1,1,1,2,5,1,-1,2,401.98
NS21649Y,5096,27560,2,1,1,1,1,2,1,15,8,1,2,2,1,0,1,1,0,0,2,2,0,6,1,2,2,2,1,2,3,41,0,2,2,6,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,12,-91,0,1,1,1,2,2,1,20000,1,401.92
NS18048T,6608.16,31308.16,2,1,1,1,1,2,1,15,13,1,2,2,1,0,1,1,0,0,2,2,0,3,1,1,4,2,2,2,3,44,3,2,3,3,2,2,2,5,16,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,2,1,1,1,2,4,1,800,1,401.78
NS14963P,3120,96487,2,1,2,3,1,2,1,6,1,1,2,2,1,0,3,2,0,0,2,5,0,1,1,1,2,2,2,1,3,35,1,2,1,2,1,2,2,5,16,-91,1,1,2,1,2,2,9,4,4,2,17,-91,2,1,5,2,1,4,6,-1,2,401.76
NS24013G,9500,35500,2,1,2,1,1,2,1,15,9,1,2,2,1,0,1,1,0,0,2,2,0,3,1,1,3,2,2,1,3,40,0,2,1,5,2,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,13,-91,0,1,1,1,1,7,1,1500,2,401.72
NS14161V,-92,-92,2,1,2,1,1,2,1,15,2,1,2,2,1,0,1,1,0,0,2,2,0,6,1,1,1,2,1,2,3,39,0,2,1,3,2,2,2,5,10,-91,1,1,2,1,1,-91,1,4,4,2,12,-91,-1,1,1,1,1,4,2,-1,-1,401.72
NS18736M,20000,65000,2,1,2,0,1,2,1,15,4,1,2,2,1,0,0,1,0,0,2,1,0,1,1,2,4,2,1,1,3,38,7,2,4,5,1,-1,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,9,-91,0,1,1,1,2,5,1,-1,2,401.68
NS20539F,18720,-99,1,1,2,3,1,2,1,3,-99,1,1,1,1,0,2,2,0,0,2,4,0,-99,1,1,5,2,1,2,3,45,5,2,3,4,2,2,2,5,17,-91,2,1,2,2,1,-91,1,4,4,2,13,-91,1,2,5,2,2,1,6,170000,1,401.68
NS20634C,-92,-92,2,1,2,4,1,2,1,15,15,1,2,2,1,2,1,2,0,0,2,5,0,3,1,2,2,2,1,1,3,36,2,2,1,2,1,1,2,5,18,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,1,4,1,5000,3,401.58
NS25530Z,-1,-1,2,1,2,1,1,2,1,15,2,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,3,2,1,1,3,27,0,2,2,2,2,2,2,5,18,-91,1,1,2,1,1,-91,1,4,4,2,18,-91,1,1,1,1,2,4,1,-1,2,401.55
NS13044L,-92,-92,2,1,2,0,1,2,1,4,1,1,2,2,1,0,0,1,1,0,2,2,0,3,1,2,2,2,1,2,3,35,7,2,2,1,1,2,2,5,16,-91,2,2,2,1,1,-91,1,4,4,2,11,-91,0,1,1,1,1,2,1,125000,1,401.54
NS12090J,4862,52862,2,1,2,2,1,2,1,6,3,1,2,2,1,0,1,2,2,0,2,5,0,1,1,2,4,2,1,1,3,34,5,2,2,3,2,2,2,5,15,-91,1,1,2,1,2,2,3,4,1,2,13,-91,2,1,1,1,2,4,1,-1,1,401.38
NS21258H,-1,-1,2,1,2,1,1,-92,1,6,2,1,2,2,1,0,1,1,0,1,2,2,0,1,1,1,5,2,1,-1,3,35,1,2,2,3,2,2,2,5,16,-91,1,1,2,2,1,-91,1,4,4,2,10,-91,2,1,1,1,2,4,1,300,2,401.38
NS17437L,10000,-1,3,1,2,1,1,2,1,15,4,1,1,1,1,0,1,1,1,0,2,3,0,4,1,2,3,2,1,2,3,34,6,2,3,2,1,2,2,5,15,-91,1,1,2,1,2,2,9,4,4,2,11,-91,0,1,1,1,2,4,1,2000,2,401.37
NS18526N,14500,14500,2,1,1,2,1,2,1,15,-98,-98,2,2,-98,0,2,1,0,0,5,3,1,2,1,1,5,1,1,2,3,45,0,2,1,4,2,2,2,5,20,-91,1,1,2,1,1,-91,1,4,4,2,15,-91,0,1,1,1,2,2,1,40000,2,401.36
NS21947C,7000,50000,3,1,2,0,1,2,1,16,15,1,1,1,1,0,0,1,1,0,2,1,0,1,1,-1,5,2,1,2,1,35,0,2,1,3,2,2,2,5,7,-91,2,1,2,2,2,1,9,4,4,2,12,-91,7,1,9,2,2,2,13,-1,2,401.36
NS12807H,15000,45000,2,1,1,0,1,2,1,15,14,1,2,2,1,0,0,1,1,0,2,2,0,5,1,1,3,2,1,1,3,41,5,2,3,2,2,2,2,5,18,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,0,1,1,1,2,4,1,-1,3,401.33
NS23541D,7072,28912,2,1,2,0,1,2,1,15,9,1,2,2,1,0,0,1,1,0,2,2,0,5,1,1,2,2,1,-1,3,21,5,2,3,2,2,2,2,5,11,-91,1,1,2,1,1,-91,1,4,4,2,14,-91,0,1,1,1,2,7,1,-1,1,401.33
NS23819K,7436,80636,2,1,2,0,1,2,1,15,2,1,2,2,1,0,0,2,0,0,2,2,0,2,1,1,1,2,1,2,3,40,0,1,2,2,1,1,2,5,16,-91,1,2,2,2,1,-91,1,4,4,2,14,-91,1,1,1,1,1,5,1,500,2,401.28
NS14010T,35000,35000,1,1,2,0,1,2,1,1,-98,-98,1,1,-98,0,0,1,0,0,1,1,1,1,1,1,4,2,2,1,3,38,1,2,2,3,2,2,2,5,11,-91,2,1,2,2,1,-91,1,4,4,2,12,-91,9,1,4,2,2,7,5,-1,3,401.23
NS13091F,26880,36240,1,1,2,0,1,2,1,3,7,1,1,1,1,0,0,1,0,1,2,1,0,2,1,1,3,2,2,1,3,42,0,2,2,3,2,1,2,5,16,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,5,2,1,5,6,13000,2,401.17
NS21368E,11498.76,14540.76,1,1,1,0,1,6,1,20,15,1,2,2,1,0,0,1,0,0,2,1,0,5,1,4,3,2,1,1,1,30,10,2,4,1,1,1,1,1,2,-91,1,2,2,2,2,2,9,4,4,2,10,1,2,4,1,1,2,4,1,-1,2,401.17
NS24006Q,10250,38250,2,1,2,0,1,2,1,4,7,1,2,2,1,0,0,1,0,0,2,1,0,2,1,2,2,2,1,2,3,36,0,2,2,-97,-97,-97,-97,5,15,-91,1,1,2,2,1,-91,1,4,4,2,17,-91,1,1,1,1,2,4,1,2000,1,400.99
NS17822V,-1,-1,2,1,2,0,1,1,1,5,2,1,2,2,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,2,3,28,1,2,2,3,2,2,2,5,17,-91,1,1,2,2,1,-91,1,4,4,2,8,-91,0,1,1,1,2,7,1,-1,2,400.99
NS10344F,28700,33817.84,1,1,1,1,1,3,1,15,1,1,2,2,1,0,0,2,0,0,2,2,0,2,1,2,3,2,2,2,3,37,2,2,3,5,2,2,2,5,16,-91,1,1,2,1,2,1,9,4,4,2,9,-91,1,1,1,1,2,4,1,0,2,400.96
NS24104Q,21320,21320,1,1,2,1,1,6,1,15,-99,-99,1,1,-99,0,0,1,0,0,3,1,0,-99,1,1,4,1,1,1,3,22,0,2,2,2,1,1,2,5,5,-91,1,1,2,1,2,2,9,4,4,2,15,-91,0,1,1,1,2,4,1,3000,2,400.96
NS11348F,29400,-99,1,1,1,-99,1,2,1,-99,5,1,1,1,1,0,0,1,1,0,2,2,0,2,1,1,3,2,1,1,-99,33,0,2,1,3,2,2,2,5,20,-91,1,1,2,1,1,-91,1,4,4,2,18,-91,0,1,1,1,2,2,1,139000,2,400.95
NS13467M,5177.12,26320.32,2,1,1,1,1,2,1,16,15,1,2,2,1,0,0,2,0,0,2,2,0,2,1,1,3,2,2,2,3,45,0,2,1,6,2,2,2,5,18,-91,2,1,2,2,1,-91,1,4,4,2,14,-91,0,1,1,1,2,7,1,-1,2,400.92
NS16309G,19500,35500,1,1,2,1,1,1,1,11,9,1,1,1,1,0,1,1,0,0,3,2,0,2,1,2,1,2,1,1,3,36,6,2,4,2,1,1,2,2,7,-91,1,2,2,1,2,1,3,4,1,2,10,-91,1,1,5,2,2,2,6,11000,1,400.87
NS18140M,-1,-1,1,1,2,1,1,2,1,15,-99,1,1,1,1,0,1,1,0,0,2,2,0,-99,1,3,3,2,2,1,2,35,1,2,1,5,2,2,2,5,14,-91,1,1,2,1,2,2,9,4,4,2,10,-91,6,1,1,1,2,7,1,-1,2,400.87
NS16051P,13665.6,45585.6,1,1,2,1,1,2,1,15,13,1,1,1,1,0,1,1,0,0,2,2,0,1,1,2,3,1,1,2,2,34,1,2,3,-99,-99,-99,-99,2,-99,-99,1,1,2,1,2,1,9,4,4,2,12,-91,3,1,1,1,2,7,1,9000,1,400.84
NS13095K,35940,59940,1,1,1,1,1,2,1,2,2,1,1,1,1,0,1,1,0,0,2,2,0,1,1,1,5,2,1,1,3,41,3,2,3,1,1,1,2,5,18,-91,2,1,2,1,2,2,9,4,4,2,18,-91,0,2,1,1,2,2,2,100000,2,400.77
NS18569V,26000,26000,1,1,1,2,1,2,1,15,-98,-98,1,1,-98,0,2,1,0,0,5,3,1,3,1,2,3,2,-1,2,3,42,1,2,1,5,1,1,2,5,14,-91,1,1,2,2,1,-91,1,4,4,2,16,-91,0,1,1,1,2,7,1,-1,1,400.7
NS24754B,-1,-1,2,1,2,0,1,2,1,15,13,1,2,2,1,0,0,1,1,0,2,2,0,2,1,2,3,2,2,2,2,37,0,2,1,4,2,1,2,5,15,-91,1,1,2,2,1,-91,1,4,4,2,13,-91,0,1,1,1,2,7,1,-1,1,400.69
NS24579R,35750,35750,1,1,2,0,1,2,1,-98,14,1,-98,-98,1,0,0,1,0,0,-98,1,1,5,1,3,2,2,1,2,3,34,0,2,1,2,2,2,2,5,7,-91,1,2,2,1,2,2,9,4,4,2,14,-91,0,1,1,1,2,1,1,9000,1,400.63
NS14025T,6760,-92,1,1,2,1,1,2,1,15,9,1,1,1,1,0,0,2,0,0,2,2,0,4,1,1,3,2,2,1,3,43,0,2,2,-91,2,1,2,5,18,-91,1,1,2,1,1,-91,9,4,4,2,15,-91,0,1,5,2,2,4,6,2370,5,400.63
NS22548Q,24000,45600,1,1,2,0,1,2,1,1,2,1,1,1,1,0,0,1,0,0,2,1,0,2,1,1,4,2,1,1,3,23,0,2,2,5,2,1,2,5,11,-91,1,1,2,1,2,1,3,4,1,2,11,-91,3,1,1,1,2,7,1,-1,2,400.6
NS24015J,8008,63208,2,1,2,1,1,2,1,4,15,1,2,2,1,0,1,1,0,0,2,2,0,2,1,2,5,2,2,1,3,39,0,2,2,2,1,2,1,5,16,-91,2,1,2,2,1,-91,1,4,4,2,13,-91,5,1,1,1,1,4,1,8000,3,400.54
NS20609Z,4000,21000,4,1,1,1,1,2,1,15,16,1,2,2,1,0,1,1,0,0,2,2,0,4,1,4,3,1,1,1,3,15,0,2,1,2,1,1,2,5,5,-91,1,2,2,1,2,2,9,4,4,2,7,-91,1,1,1,1,1,5,1,3000,2,400.53
NS17273F,13689,-92,2,1,2,1,1,2,1,15,15,1,2,2,1,0,1,1,0,0,2,2,0,3,1,1,3,2,1,1,3,35,1,2,1,2,2,1,2,5,15,-91,1,1,2,1,1,-91,1,4,4,2,16,-91,0,1,1,1,1,2,1,6500,2,400.47
NS20584Y,-91,-999,10,1,1,0,1,4,1,13,13,1,3,6,1,0,0,1,1,0,2,1,0,4,1,2,0,2,1,1,3,19,0,2,2,3,1,1,2,5,11,-91,2,1,2,2,1,-91,1,4,4,2,17,-91,0,2,1,1,1,4,1,8000,3,400.26
NS18464M,-1,-1,2,1,2,3,1,2,1,8,9,1,2,2,1,0,2,2,0,0,2,4,0,4,1,1,4,2,1,1,3,34,1,2,2,2,2,2,2,3,18,-91,1,1,1,1,2,2,9,4,4,2,10,-91,2,1,1,1,2,7,1,1000,2,400.06
NS25687G,7047.04,-1,2,1,2,1,1,2,1,8,4,1,2,2,1,0,1,1,0,0,2,2,0,1,1,1,3,2,2,2,3,38,0,2,2,4,2,2,2,5,13,-91,1,1,2,2,1,-91,1,4,4,2,11,-91,0,1,1,1,1,5,1,-1,1,400.01
